68;HUMAN;Taiga Explorer;creature;;4;;;;;3;3;{gift} - Gain +2/+0 if you control 2 mountains. Gain +0/+2 if you control 2 forests. ;;0;101000;EXCEPTIONAL
69;HUMAN;Savannah Explorer;creature;;4;;;;;3;3;{gift} - Gain +1/+1 if you control 2 deserts. Gain +0/+2 if you control 2 forests. ;;0;101000;EXCEPTIONAL
70;HUMAN;Sandstone Explorer;creature;;4;;;;;3;3;{gift} - Gain +2/+0 if you control 2 mountains. Gain +1/+1 if you control 2 deserts. ;;0;101000;EXCEPTIONAL
71;BLUE;Ruby Fish;creature;;1;1;;;;1;1;{aquatic};;2;100009;COMMON
72;BLUE;Lore Thief;creature;;3;2;;;;1;1;"{options|Gains +2/+2|Draw 2 cards.} Gain +2/+2. Draw 2 cards.";;0;101000;COMMON
73;BLUE;Gabrian Cistern;structure;;4;2;;;;;3;{production} - Gain {faeria|3}. Deal 1 damage to this structure.;;0;101000;RARE
74;BLUE;Tyranax;creature;;5;1;;;;4;6;;;2;100009;COMMON
75;BLUE;Gabrian Enchantress;creature;;4;2;;;;2;5;{gift} - Another creature's Attack becomes equal to its Life.;;0;101000;EXCEPTIONAL
76;BLUE;Gabrian Commander;creature;;4;2;;;;4;2;{aquatic}, {charge|3};;2;100010;EXCEPTIONAL
77;BLUE;Gabrian Warden;creature;;5;3;;;;3;5;{gift} - Give itself or an adjacent friendly creature {protection}.;;2;100010;COMMON
82;BLUE;Mimic;creature;;4;2;;;;4;1;{gift} - Copies the Life of a friendly creature.;;0;101000;COMMON
83;BLUE;Triton Warrior;creature;;4;2;;;;4;4;{jump};;2;100011;COMMON
84;BLUE;Mystic Beast;creature;;5;2;;;;0;5;{gift} - Gain Attack equal to your opponent's faeria pool.;;0;101000;EXCEPTIONAL
85;BLUE;Mirror Phantasm;creature;;7;2;;;;4;4;{gift} - Transform another creature into a 4/4 <b>Mirror Phantasm</b>.;;0;101000;RARE
86;BLUE;Triton Chef;creature;;2;2;;;;2;2;{gift} - Add a <b>Triton Banquet</b> to your hand.;;0;101000;RARE
87;BLUE;Ninja Toad;creature;;4;3;;;;3;2;{jump}, {haste};;0;101000;EXCEPTIONAL
88;BLUE;Frogify;event;;5;2;;;;;;Transform a creature into a 2/2 <b>Frog</b> with {jump}.;;2;100011;EXCEPTIONAL
93;BLUE;Gabrian Enchantment;event;;2;2;;;;;;A creature's Attack becomes equal to its Life.;;0;101000;COMMON
94;BLUE;Aurora's Creation;event;;5;3;;;;;;Add a copy of a creature to your hand. It costs {faeria|5} less. ;;0;101000;RARE
95;BLUE;Dark Stalker;creature;;3;1;;;;3;2;If you've played an event this turn, costs {faeria|2} less.;;2;100012;COMMON
96;BLUE;Spellwhirl;event;;0;2;;;;;;Add two random blue cards to your hand.;;0;101000;EXCEPTIONAL
97;BLUE;Gabrian Noble;creature;;6;3;;;;4;4;{gift} - Summon a 1/1 <b>Ruby Fish</b> (you may summon it on an ocean tile).;;0;101000;RARE
102;BLUE;Aurora's Disciple;creature;;3;2;;;;2;2;Whenever you play an event, gain +1/+1.;;2;100012;COMMON
103;BLUE;Sturdy Shell;creature;;2;1;;;;0;5;{aquatic};;0;101000;COMMON
104;BLUE;Baeru, the First Wave;creature;;8;3;;;;8;10;"{aquatic} {production} - Transform all adjacent lands into lakes.";;0;101000;LEGENDARY
105;BLUE;Stormspawn;creature;;10;2;;;;3;5;{last_words} - Gain {faeria|10} and draw a card.;;2;101000;COMMON
106;BLUE;Tale of the Old Turtle;event;;4;2;;;;;;Draw until you have 5 cards in hand.;;0;101000;EXCEPTIONAL
107;BLUE;Wavecrash Colossus;creature;;6;2;;;;1;8;Gains +1/+0 when you create a colored land while this card is in your hand or deck.;;0;101000;RARE
108;BLUE;Orosei, Dream of the Deep;creature;;10;2;;;;6;6;"{flying}, {charge|2} {gift} - Transform all your other creatures into creatures who cost {faeria|2} more.";;0;101000;LEGENDARY
109;BLUE;Water Elemental;creature;;4;1;;;;2;3;"{aquatic} {gift} - Create a lake.";;2;100009;COMMON
110;BLUE;Gemsilk Faerie;creature;;2;2;;;;1;1;"{flying} The first time you draw an event, gain +2/+0, {protection} and {charge|2}.";;0;101000;RARE
111;BLUE;Sunken Tower;structure;;1;2;;;;;3;{activate} - Move a land. Deal 1 damage to this structure.;;0;101000;EXCEPTIONAL
112;BLUE;Azure Wisp;creature;;4;2;;;;1;2;Whenever you gather faeria, gain +1/+1.;;0;101000;EXCEPTIONAL
113;BLUE;Triton Sanctuary;structure;;2;1;;;;;1;"Whenever you gather faeria, this structure gains +1 Life. {activate} - Destroy this and gain faeria equal to its Life.";;0;101000;EXCEPTIONAL
114;BLUE;Aurora's Dream;event;;24;3;;;;;;Draw until you have 9 cards. Reduce the cost of all cards in your hand to {faeria|0}.;;0;101000;LEGENDARY
115;BLUE;Snowstorm Lancer;creature;;5;2;;;;3;5;"{jump} Whenever you play an event, gain +2/+0 this turn (limit +6/+0).";;0;101000;COMMON
116;BLUE;Luduan;creature;;5;2;;;;0;5;Whenever this creature gathers, gain an additional {faeria|1}.;;2;101000;COMMON
117;BLUE;Egg of Wonders;structure;;5;3;;;;;3;When you draw a creature, Egg of Wonders becomes a copy of it.;;0;101000;RARE
118;BLUE;Gabrian Archon;creature;;5;2;;;;3;3;"{options|Gain +4/+0|Gain +0/+4.} Gain +4/+0. Gain +0/+4.";;2;100010;COMMON
119;BLUE;Triton Diver;creature;;3;1;;;;2;1;{aquatic}, {jump};;2;100011;COMMON
120;BLUE;Shifting Tide;event;;1;1;;;;;;"{options|Move a land|Draw a card} Move a land. Draw a card.";;2;101000;COMMON
121;BLUE;Prophet of Tides;creature;;3;2;;;;1;1;{gift} - Move a land twice.;;0;101000;COMMON
122;BLUE;Humbling Vision;event;;3;2;;;;;;Reduce a creature's base Attack and Life by half (rounded up).;;2;100012;EXCEPTIONAL
123;BLUE;Ancient Herald;creature;;6;1;;;;5;5;{gift} - The next creature with 5 Life or more you draw costs {faeria|2} less.;;0;101000;EXCEPTIONAL
124;BLUE;Triton Banquet;event;;5;2;;;;;;Give a creature +1/+1, {protection} and {jump}.;;0;101000;COMMON
125;BLUE;Aurora, Myth Maker;creature;;4;2;;;;1;1;{gift} - Change a friendly creature's base Attack and Life to 6/6.;;0;101000;LEGENDARY
126;BLUE;Wavecrafter;creature;;6;2;;;;5;3;Whenever a player passes the turn, set their faeria to {faeria|3}.;;0;101000;RARE
127;BLUE;Unbound Evolution;event;;2;2;;;;;;Transform a creature into a random creature that costs {faeria|2} more.;;0;101000;RARE
128;BLUE;Aurora's Trick;event;;4;5;;;;;;Gain control of a creature with 2 Attack or less.;;0;101000;RARE
129;BLUE;Battle Toads;event;;4;2;;;;;;Summon two 2/2 <b>Frogs</b> with {jump}.;;0;101000;EXCEPTIONAL
130;BLUE;Windfall;event;;10;2;;;;;;Gain {faeria|13}.;;2;101000;COMMON
131;GREEN;Sagami Warrior;creature;;4;;1;;;2;5;{combat} - Gain +1/+1.;;2;101000;COMMON
132;GREEN;Bone Collector;creature;;2;;1;;;1;3;Whenever an adjacent creature dies, gain +1/+1.;;0;101000;COMMON
133;GREEN;Soulbound Sagami;creature;;6;;3;;;3;5;{last_words} - A random friendly creature gains +3/+5.;;2;101000;COMMON
134;GREEN;Sagami Elder;creature;;4;;3;;;2;6;{combat} - A random friendly creature gains +1/+1.;;2;101000;EXCEPTIONAL
135;GREEN;Ancient Beastmaster;creature;;4;;2;;;2;5;When you summon a creature with 5 Life or more, it gains +1/+0.;;0;101000;COMMON
136;GREEN;Gaea's Grace;event;;2;;2;;;;;You and a creature each gain +3 Life.;;0;101000;COMMON
137;GREEN;Tiki Chieftain;creature;;3;;2;;;2;2;{gift} - Give a creature {taunt}.;;0;101000;COMMON
138;GREEN;Bloomsprite;creature;;2;;2;;;1;1;{last_words} - Add a random green card to your hand. It costs {faeria|3} less.;;0;101000;EXCEPTIONAL
139;GREEN;Elderwood Hermit;creature;;3;;1;;;1;1;{last_words} - A random friendly creature gains +2/+4.;;0;101000;COMMON
140;GREEN;Tiki Caretaker;creature;;4;;2;;;1;1;{gift} - Give a creature +3/+3.;;2;100006;COMMON
141;GREEN;Tiki Piper;creature;;3;;1;;;1;1;{gift} - Give a creature +0/+4.;;0;101000;COMMON
142;GREEN;Shamanic Dance;event;;3;;2;;;;;Give a creature +0/+5 and {taunt}.;;2;100006;COMMON
143;GREEN;Tiki Totem;structure;;3;;2;;;;3;The first time each turn you summon a creature, it gains +1/+1.;;0;101000;EXCEPTIONAL
144;GREEN;Possessed Ursus;creature;;5;;2;;;1;8;Whenever this creature is dealt damage, its power doubles.;;0;101000;RARE
149;GREEN;Oakling;creature;;4;;2;;;1;4;{last_words} - A random creature in your hand gains +4/+4.;;0;101000;EXCEPTIONAL
150;GREEN;Thyrian Golem;creature;;5;;5;;;5;10;;;2;100007;EXCEPTIONAL
151;GREEN;Seed Sower;creature;;6;;1;;;4;6;{gift} - Create an adjacent forest at random.;;2;100007;COMMON
152;GREEN;Vine Wall;structure;;1;;2;;;;4;"{taunt} {last_words} - Create a forest at random.";;2;100007;COMMON
153;GREEN;Deepwood Grizzly;creature;;5;;1;;;3;8;;;2;100005;COMMON
154;GREEN;Tiki Healer;creature;;5;;2;;;2;5;{gift} - You gain 5 Life.;;0;101000;COMMON
155;GREEN;Ruunin's Shrine;structure;;5;;3;;;;8;Whenever damage would be dealt to you or a creature you control, it's dealt to this structure instead.;;0;101000;RARE
156;GREEN;Oak Father;creature;;8;;2;;;6;6;{gift} - Gain +0/+1 for each forest you control.;;0;101000;COMMON
157;GREEN;Faeria Tree;structure;;2;;1;;;;1;"{production} - This structure gains +1 Life. When this has 6 or more Life, destroy it and gain {faeria|10}.";;0;101000;RARE
158;GREEN;Living Willow;creature;;3;;2;;;1;7;{taunt};;0;101000;EXCEPTIONAL
159;GREEN;Wild Growth;event;;2;;1;;;;;Create two forests at random.;;0;101000;EXCEPTIONAL
168;GREEN;Primeval Colossus;creature;;6;;2;;;1;8;Gains +1/+0 when you summon a creature with 5 Life or more while this card is in your hand or deck.;;0;101000;RARE
169;GREEN;Tethra, Soul of the Wild;creature;;10;;2;;;6;6;"{flying}, {charge|2} {gift} - Give a creature +5/+5.";;0;101000;LEGENDARY
170;GREEN;Wood Elemental;creature;;4;;1;;;2;3;"{taunt} {gift} - Create a forest.";;2;100008;COMMON
171;GREEN;Flowersilk Faerie;creature;;2;;2;;;1;1;"{flying} The first time you draw an event, gain +1/+4, {taunt} and {charge|2}.";;0;101000;RARE
172;GREEN;Overgrown Tower;structure;;2;;2;;;;4;{activate} - Give a creature +1/+1. Deal 1 damage to this structure.;;0;101000;EXCEPTIONAL
173;GREEN;Everbloom Wisp;creature;;4;;2;;;1;2;Whenever you create a forest, gain +1/+1.;;0;101000;EXCEPTIONAL
174;GREEN;Spirit of Rebirth;creature;;3;;2;;;3;3;Whenever a friendly creature dies, a random creature in your hand gains +1/+1.;;0;101000;EXCEPTIONAL
175;GREEN;Elderwood Embrace;event;;3;;2;;;;;Give a creature +2/+4.;;2;100006;COMMON
176;GREEN;Verduran Guardian;creature;;7;;3;;;3;7;{combat} - You gain 3 Life.;;0;101000;COMMON
177;GREEN;Verduran Force;creature;;6;;2;;;7;7;;;2;100005;EXCEPTIONAL
178;GREEN;Grove Guardian;creature;;5;;3;;;5;6;{taunt};;2;100008;EXCEPTIONAL
179;GREEN;Tarum, the Forest World;creature;;15;;5;;;7;15;"{taunt} {last_words} - Fill the world with forests.";;0;101000;LEGENDARY
180;GREEN;Weeping Idol;structure;;1;;1;;;;3;Whenever you are dealt damage, gain {faeria|1}.;;0;101000;RARE
181;GREEN;Breath of Life;event;;0;;4;;;;;Draw a card and gain 3 Life.;;0;101000;RARE
182;GREEN;Ruunin's Avenger;creature;;6;;2;;;5;5;"{taunt} Gain 1 Life for each time you've been dealt damage this game.";;0;101000;RARE
183;GREEN;Ancient Boar;creature;;4;;2;;;2;5;If you control a creature with 5 Life or more, costs {faeria|2} less.;;2;100005;COMMON
184;GREEN;Ruunin's Command;event;;2;;2;;;;;"{options|Give a creature +2/+2.|Gain 5 life.} - Give a creature +2/+2. - Gain 5 Life.";;0;101000;RARE
185;GREEN;Voice of Hunger;creature;;5;;2;;;3;5;{gift} - Destroy all adjacent friendly creatures. Gain Attack AND Life equal to their combined Life.;;0;101000;RARE
186;GREEN;Seedling;creature;;2;;1;;;0;1;{production} - If this creature has less than 5 Life, gain +1/+1.;;2;100008;COMMON
187;GREEN;Eredon, Voice of All;creature;;5;;3;;;3;3;{last_words} - All creatures in your deck and hand gain +1/+1.;;0;101000;LEGENDARY
188;GREEN;Feed the Forest;event;;1;;3;;;;;Destroy a friendly creature to gain faeria equal to its life and draw a card.;;0;101000;EXCEPTIONAL
189;GREEN;Ruunin's Presence;event;;6;;2;;;;;Add a random green creature to your hand. It gains +6/+6.;;0;101000;RARE
190;GREEN;Ruunin, the Relentless;creature;;8;;2;;;6;6;{last_words} - Return Ruunin to your hand and reduce her cost by {faeria|2}.;;0;101000;LEGENDARY
223;RED;Bomb Slinger;creature;;5;;;3;;4;2;{gift} - Deal 4 damage to an adjacent enemy creature or structure.;;0;101000;COMMON
191;RED;Underground Brigand;creature;;3;;;2;;2;3;{combat} - Gain {faeria|2}.;;2;100013;COMMON
195;RED;Underground Boss;creature;;5;;;2;;3;5;{combat} - Gain {faeria|2}.;;2;100013;COMMON
214;RED;Flame Spitter;creature;;3;;;1;;2;1;{gift} - Deal 1 damage to an enemy.;;2;101000;COMMON
249;RED;Ratfang Armorsmith;creature;;4;;;2;;3;3;When a friendly creature gains Attack, it gains +0/+1.;;0;101000;COMMON
196;RED;Architect;creature;;2;;;2;;2;2;{gift} - Give a structure +2 Life.;;0;101000;RARE
192;RED;Kobold Warlord;creature;;6;;;1;;3;5;{combat} - A random friendly creature gains +3/+0.;;2;100013;COMMON
198;RED;Kobold Barracks;structure;;2;;;2;;;4;Adjacent friendly creatures have +2/+0.;;2;100014;RARE
194;RED;Gift of Steel;event;;3;;;2;;;;Give a creature +3/+0.;;2;100014;COMMON
197;RED;Gut Gorger;creature;;5;;;2;;5;5;{gift} - If your opponent has 10 Life or less, gain +2/+2.;;0;101000;COMMON
201;RED;Bold Bargainer;creature;;6;;;2;;3;3;{gift} - A random card in your hand costs {faeria|6} less.;;0;101000;COMMON
202;RED;Seifer, Blood Tyrant;creature;;6;;;2;;5;6;When Seifer destroys a creature, he gains Attack and Life equal to the destroyed creature's original Attack and Life.;;0;101000;LEGENDARY
203;RED;Barbarian Ogre;creature;;6;;;2;;6;6;;;0;101000;COMMON
204;RED;Krog, the Ogre King;creature;;12;;;2;;2;12;{combat} - A random card in your hand costs {faeria|6} less.;;0;101000;LEGENDARY
211;RED;Shedim Brute;creature;;5;;;2;;3;6;{combat} - Deal 2 damage to your opponent.;;2;100016;COMMON
206;RED;Boulder Thrower;creature;;6;;;1;;0;4;"{ranged_attack} Gain +3/+0 during your turn.";;2;101000;EXCEPTIONAL
233;RED;Fire Elemental;creature;;4;;;1;;2;2;"{ranged_attack} {gift} - Create a mountain.";;2;101000;COMMON
212;RED;Blood Singer;creature;;3;;;2;;2;4;Whenever an enemy creature dies, deal 1 damage to your opponent.;;2;100016;EXCEPTIONAL
243;RED;Firebomb;event;;4;;;2;;;;Deal 4 damage to a creature or structure.;;0;101000;COMMON
193;RED;Kobold Warbeast;creature;;4;;;2;;5;4;;;2;100014;COMMON
200;RED;Ogre Battler;creature;;7;;;2;;5;7;{taunt};;2;100015;COMMON
216;RED;Shedim Pest;creature;;4;;;1;;2;4;Whenever this creature enters an enemy land, deal 2 damage to your opponent.;;0;101000;EXCEPTIONAL
217;RED;Blood Obelisk;structure;;2;;;2;;;2;Whenever an enemy creature dies in combat, deal 1 damage to your opponent and gain {faeria|1}.;;0;101000;EXCEPTIONAL
218;RED;Grim Guard;creature;;4;;;2;;2;5;"{taunt} {combat} - Deal 2 damage to your opponent.";;2;100016;EXCEPTIONAL
215;RED;Lord of Terror;creature;;5;;;3;;2;6;{deathtouch};;0;101000;COMMON
224;RED;Cannon Carrier;creature;;7;;;1;;2;5;{gift} - Give {ranged_attack} to a friendly creature.;;0;101000;RARE
225;RED;Flame Burst;event;;3;;;2;;;;"{options|Deal 3 damage to a creature.|Pay {faeria|3} more to also deal 3 damage to all adjacent creatures.} Deal 3 damage to a creature. Pay {faeria|3} more to also deal 3 damage to all adjacent creatures.";;2;101000;RARE
226;RED;Flame Thrower;creature;;3;;;3;;3;2;{ranged_attack};;0;101000;COMMON
231;RED;Volcanic Colossus;creature;;6;;;2;;1;8;Gains +1/+0 when an enemy creature dies while this card is in your hand or deck.;;0;101000;RARE
232;RED;Garudan, Heart of the Mountain;creature;;10;;;2;;6;6;"{flying}, {charge|2} {gift} - Deal 3 damage to all enemy creatures.";;0;101000;LEGENDARY
205;RED;Axe Grinder;creature;;3;;;1;;1;3;Whenever this creature gathers faeria, gain +1/+0.;;2;100015;COMMON
234;RED;Flamesilk Faerie;creature;;2;;;2;;1;1;"{flying} The first time you draw an event, gain +3/+1 and {ranged_attack}.";;0;101000;RARE
235;RED;Derelict Tower;structure;;2;;;2;;;3;{activate} - Deal 1 damage. Deal 1 damage to this structure.;;0;101000;EXCEPTIONAL
236;RED;Bloodfire Wisp;creature;;4;;;2;;1;2;Whenever an enemy creature dies, gain +2/+1.;;0;101000;EXCEPTIONAL
237;RED;Groundshaker;creature;;6;;;2;;5;6;{gift} - Deal 1 damage to ALL enemies.;;0;101000;RARE
238;RED;Firebringer;creature;;6;;;3;;4;4;{combat} - Deal 2 damage to all enemy creatures.;;0;101000;RARE
239;RED;Blazing Salamander;creature;;5;;;2;;2;5;{gift} - Deal 2 damage to all adjacent enemy creatures.;;0;101000;EXCEPTIONAL
240;RED;Ogre Torturer;creature;;5;;;2;;3;5;Deals double damage to creatures.;;0;101000;EXCEPTIONAL
241;RED;Seifer's Wrath;event;;2;;;2;;;;Deal 2 damage to a creature. If it dies, deal 2 damage to its controller.;;0;101000;EXCEPTIONAL
242;RED;Devouring Plant;structure;;2;;;2;;;5;"{taunt} {production} - Deal 2 damage to adjacent enemy creatures.";;0;101000;EXCEPTIONAL
213;RED;Seifer's Fodder;creature;;4;;;1;;4;2;{last_words} - Deal 2 damage to your opponent.;;0;101000;COMMON
244;RED;Firestorm;event;;6;;;3;;;;Deal 3 damage to all enemy creatures.;;0;101000;RARE
245;RED;Battle Rager;creature;;7;;;1;;7;3;Whenever this creature is dealt damage, deal that much damage to your opponent.;;0;101000;EXCEPTIONAL
246;RED;Crumbling Golem;creature;;5;;;1;;6;6;Whenever your opponent plays a card, deal 1 damage to this creature.;;0;101000;RARE
247;RED;Ogre Dance;event;;4;;;2;;;;A random card in your hand costs {faeria|6} less.;;0;101000;EXCEPTIONAL
248;RED;Meteor;event;;12;;;5;;;;Choose a space. Destroy all creatures, structures and lands on or adjacent to that space.;;0;101000;RARE
199;RED;Blustering Devil;creature;;5;;;1;;5;1;{taunt};;2;100015;COMMON
250;RED;Ignus, the First Flame;creature;;4;;;3;;2;4;When you use the +{faeria|1} power, deal 1 damage to an enemy.;;0;101000;LEGENDARY
251;YELLOW;Oradrim Monk;creature;;3;;;;2;2;1;"{haste} Whenever this creature attacks a god, draw a card.";;0;101000;EXCEPTIONAL
252;YELLOW;Khalim's Prayer;event;;0;;;;2;;;Gain {faeria|2} and draw a card. Play only if you attacked a god this turn. You may pray only once each turn.;;0;101000;RARE
253;YELLOW;Khalim's Follower;creature;;1;;;;2;0;1;"{haste} Gain +2/+0 against gods.";;0;101000;COMMON
254;YELLOW;Oradrim Templar;creature;;3;;;;1;3;3;Gain +3/+0 against gods.;;0;101000;COMMON
255;YELLOW;Oradrim Sagittarius;creature;;4;;;;2;1;4;"{ranged_attack} Gain +3/+0 against gods.";;0;101000;RARE
256;YELLOW;Oradrim Fanatic;creature;;3;;;;2;3;2;"{jump} {gift} - Move a creature you control.";;0;101000;COMMON
257;YELLOW;Desert Twister;event;;0;;;;5;;;Teleport a creature to a desert you control. ;;0;101000;RARE
258;YELLOW;Wind Gate;structure;;2;;;;2;;4;"You can summon creatures on spaces adjacent to this structure. {activate} - Move Wind Gate.";;0;101000;RARE
259;YELLOW;Malevolent Spirit;creature;;5;;;;2;3;3;{gift} - You drain 3 Life from your opponent.;;2;100019;EXCEPTIONAL
260;YELLOW;Khalim, Sky Prodigy;creature;;5;;;;2;3;6;"{flying}, {charge|2} When Khalim attacks a god, add a <b>Khalim's Follower</b> to your hand. It costs {faeria|0}.";;0;101000;LEGENDARY
261;YELLOW;Slaughtering Shadow;creature;;4;;;;1;6;1;;;2;100017;COMMON
262;YELLOW;Deathwish Ghoul;creature;;3;;;;3;3;1;{last_words} - Gain {faeria|3}.;;2;100017;COMMON
263;YELLOW;Last Nightmare;event;;6;;;;3;;;Destroy a creature.;;2;101000;EXCEPTIONAL
264;YELLOW;Soul Pact;event;;0;;;;2;;;Gain {faeria|2} and deal 2 damage to yourself.;;2;101000;COMMON
265;YELLOW;Altar of Souls;structure;;3;;;;3;;3;{activate} - Deal 2 damage to yourself and add a 6/1 <b>Slaughtering Shadow</b> to your hand. It costs {faeria|1}.;;0;101000;RARE
